Date,Open,High,Low,Close
2/18/2015,18103.98,18202.61,18092.32,18199.17
2/19/2015,18237.35,18322.50,18237.35,18264.79
2/20/2015,18336.50,18360.92,18297.67,18332.30
2/23/2015,18499.58,18509.08,18402.02,18466.92
2/24/2015,18468.39,18603.48,18427.98,18603.48
2/25/2015,18636.34,18648.77,18552.81,18585.20
2/26/2015,18587.87,18790.83,18587.13,18785.79
2/27/2015,18844.28,18865.39,18714.64,18797.94
3/2/2015,18869.40,18939.17,18775.23,18826.88
3/3/2015,18910.52,18910.52,18730.57,18815.16
3/4/2015,18716.78,18732.66,18586.84,18703.60
3/5/2015,18658.16,18767.50,18655.36,18751.84
3/6/2015,18814.85,18979.64,18808.30,18971.00
3/9/2015,18872.96,18878.15,18733.87,18790.55
3/10/2015,18891.01,18924.38,18577.06,18665.11
3/11/2015,18604.87,18836.93,18583.52,18723.52
3/12/2015,18787.10,19008.13,18774.42,18991.11
3/13/2015,19119.58,19335.80,19042.25,19254.25
3/16/2015,19245.38,19349.20,19226.71,19246.06
3/17/2015,19425.89,19479.89,19373.39,19437.00
3/18/2015,19407.76,19555.72,19389.24,19544.48
3/19/2015,19514.64,19557.17,19312.70,19476.56
3/20/2015,19479.71,19565.44,19416.63,19560.22
3/23/2015,19607.98,19778.60,19584.73,19754.36
3/24/2015,19718.99,19770.64,19646.35,19713.45
3/25/2015,19745.75,19775.45,19542.22,19746.20
3/26/2015,19605.60,19623.11,19397.01,19471.12
3/27/2015,19374.72,19590.03,19099.87,19285.63
3/30/2015,19295.21,19474.07,19227.29,19411.40
3/31/2015,19592.43,19607.25,19206.99,19206.99
4/1/2015,19129.75,19195.23,18927.95,19034.84
4/2/2015,19141.93,19433.89,19115.14,19312.79
4/3/2015,19289.04,19435.08,19289.04,19435.08
4/6/2015,19295.03,19424.09,19241.29,19397.98
4/7/2015,19539.03,19667.48,19501.31,19640.54
4/8/2015,19729.70,19845.53,19693.63,19789.81
4/9/2015,19851.12,19957.32,19822.49,19937.72
4/10/2015,19989.55,20006.00,19845.31,19907.63
4/13/2015,19967.38,19975.66,19825.69,19905.46
4/14/2015,19828.65,19922.50,19828.65,19908.68
4/15/2015,19838.53,19913.42,19823.86,19869.76
4/16/2015,19862.48,19894.35,19742.12,19885.77
4/17/2015,19810.40,19815.25,19638.37,19652.88
4/20/2015,19501.00,19725.86,19474.23,19634.49
4/21/2015,19731.57,19909.09,19678.22,19909.09
4/22/2015,19999.84,20144.66,19983.00,20133.90
4/23/2015,20227.28,20252.12,20116.19,20187.65
4/24/2015,20142.47,20142.47,20013.74,20020.04
4/27/2015,20063.80,20069.24,19909.86,19983.32
4/28/2015,20068.65,20133.78,20031.71,20058.95
4/30/2015,19847.50,19852.66,19502.61,19520.01
5/1/2015,19510.85,19549.39,19399.16,19531.63
5/7/2015,19356.46,19461.08,19257.85,19291.99
5/8/2015,19315.63,19458.75,19302.71,19379.19
5/11/2015,19637.58,19679.63,19586.81,19620.91
5/12/2015,19608.23,19626.75,19467.65,19624.84
5/13/2015,19568.76,19791.88,19494.70,19764.72
5/14/2015,19661.52,19717.80,19546.82,19570.24
5/15/2015,19693.17,19750.76,19633.75,19732.92
5/18/2015,19766.16,19890.27,19741.22,19890.27
5/19/2015,19977.14,20087.70,19946.75,20026.38
5/20/2015,20175.59,20278.89,20148.51,20196.56
5/21/2015,20215.46,20320.90,20175.78,20202.87
5/22/2015,20208.85,20278.31,20130.84,20264.41
5/25/2015,20331.92,20417.77,20318.54,20413.77
5/26/2015,20431.27,20473.85,20378.77,20437.48
5/27/2015,20380.64,20513.22,20363.21,20472.58
5/28/2015,20590.28,20655.33,20473.27,20551.46
5/29/2015,20510.27,20636.41,20508.40,20563.15
6/1/2015,20444.54,20595.41,20410.27,20569.87
6/2/2015,20604.67,20619.61,20470.26,20543.19
6/3/2015,20443.15,20506.35,20397.73,20473.51
6/4/2015,20539.94,20552.46,20438.21,20488.19
6/5/2015,20398.76,20480.25,20363.18,20460.90
6/8/2015,20537.85,20544.94,20359.06,20457.19
6/9/2015,20293.05,20332.42,20095.48,20096.30
6/10/2015,20126.36,20264.92,20016.32,20046.36
6/11/2015,20183.61,20382.97,20178.04,20382.97
6/12/2015,20431.78,20437.26,20331.19,20407.08
6/15/2015,20205.10,20401.48,20205.10,20387.79
6/16/2015,20332.83,20368.21,20234.16,20257.94
6/17/2015,20306.10,20323.08,20126.57,20219.27
6/18/2015,20193.59,20200.51,19990.55,19990.82
6/19/2015,20152.41,20194.45,20075.91,20174.24
6/22/2015,20174.14,20433.30,20174.14,20428.19
6/23/2015,20547.74,20809.42,20531.13,20809.42
6/24/2015,20889.32,20952.71,20838.22,20868.03
6/25/2015,20777.69,20866.58,20758.60,20771.40
6/26/2015,20758.43,20785.76,20650.00,20706.15
6/29/2015,20305.97,20361.60,20093.16,20109.95
6/30/2015,20174.61,20243.18,20118.26,20235.73
7/1/2015,20291.05,20346.74,20225.27,20329.32
7/2/2015,20565.94,20601.73,20479.85,20522.50
7/3/2015,20476.69,20557.51,20431.25,20539.79
7/6/2015,20200.15,20310.72,20012.23,20112.12
7/7/2015,20354.23,20428.00,20337.18,20376.59
7/8/2015,20282.49,20310.89,19737.64,19737.64
7/9/2015,19422.78,19855.50,19115.20,19855.50
7/10/2015,19829.93,19978.24,19720.15,19779.83
7/13/2015,19929.92,20120.15,19911.39,20089.77
7/14/2015,20355.33,20435.53,20322.20,20385.33
7/15/2015,20478.85,20496.60,20401.09,20463.33
7/16/2015,20588.98,20612.50,20522.25,20600.12
7/17/2015,20646.63,20658.95,20611.22,20650.92
7/21/2015,20763.31,20850.00,20710.34,20841.97
7/22/2015,20657.80,20677.84,20576.19,20593.67
7/23/2015,20693.57,20708.23,20648.76,20683.95
7/24/2015,20603.63,20631.54,20527.78,20544.53
7/27/2015,20374.05,20486.93,20278.73,20350.10
7/28/2015,20188.57,20423.58,20070.62,20328.89
7/29/2015,20425.69,20425.69,20205.21,20302.91
7/30/2015,20450.61,20583.57,20443.89,20522.83
7/31/2015,20506.55,20585.24,20466.80,20585.24
8/3/2015,20540.21,20562.20,20396.50,20548.11
8/4/2015,20462.18,20552.04,20448.49,20520.36
8/5/2015,20490.15,20715.48,20469.87,20614.06
8/6/2015,20768.77,20817.48,20664.44,20664.44
8/7/2015,20601.57,20754.00,20567.51,20724.56
8/10/2015,20618.31,20820.86,20617.05,20808.69
8/11/2015,20920.60,20946.93,20582.01,20720.75
8/12/2015,20632.68,20703.20,20303.02,20392.77
8/13/2015,20392.54,20633.91,20306.98,20595.55
8/14/2015,20518.36,20605.46,20484.67,20519.45
8/17/2015,20600.16,20668.87,20541.00,20620.26
8/18/2015,20640.59,20663.18,20545.25,20554.47
8/19/2015,20467.49,20521.97,20218.03,20222.63
8/20/2015,20194.26,20246.47,20033.29,20033.52
8/21/2015,19711.34,19737.54,19435.83,19435.83
8/24/2015,19075.05,19154.65,18498.80,18540.68
8/25/2015,18171.66,18835.35,17747.50,17806.70
8/26/2015,17894.29,18442.84,17714.30,18376.83
8/27/2015,18680.47,18810.05,18486.46,18574.44
8/28/2015,18908.73,19192.82,18901.09,19136.32
8/31/2015,19006.98,19019.61,18749.77,18890.48
9/1/2015,18763.72,18777.47,18165.69,18165.69
9/2/2015,17861.81,18467.44,17857.30,18095.40
9/3/2015,18359.53,18481.57,18176.75,18182.39
9/4/2015,18312.13,18312.13,17608.17,17792.16
9/7/2015,17674.82,18013.64,17478.72,17860.47
9/8/2015,17941.91,17962.56,17415.61,17427.08
9/9/2015,17758.13,18770.51,17756.76,18770.51
9/10/2015,18418.64,18420.56,17956.15,18299.62
9/11/2015,18155.71,18362.99,18124.35,18264.22
9/14/2015,18341.01,18344.07,17925.09,17965.70
9/15/2015,18082.72,18329.57,17995.98,18026.48
9/16/2015,18238.15,18291.97,18094.99,18171.60
9/17/2015,18361.99,18468.20,18289.63,18432.27
9/18/2015,18275.48,18295.90,18069.50,18070.21
9/24/2015,17803.41,17865.84,17571.83,17571.83
9/25/2015,17618.30,17880.51,17483.69,17880.51
9/28/2015,17811.12,17886.49,17562.60,17645.11
9/29/2015,17359.38,17366.95,16901.49,16930.84
9/30/2015,17193.84,17460.97,17179.40,17388.15
10/1/2015,17479.97,17831.58,17389.57,17722.42
10/2/2015,17564.39,17775.77,17537.85,17725.13
10/5/2015,17921.00,18079.46,17869.74,18005.49
10/6/2015,18302.41,18372.72,18094.85,18186.10
10/7/2015,18168.20,18379.23,18043.08,18322.98
10/8/2015,18310.62,18400.69,18121.68,18141.17
10/9/2015,18281.51,18438.67,18184.96,18438.67
10/13/2015,18335.15,18359.71,18223.80,18234.74
10/14/2015,18106.66,18126.39,17831.53,17891.00
10/15/2015,17804.91,18170.67,17758.12,18096.90
10/16/2015,18300.83,18397.52,18238.78,18291.80
10/19/2015,18282.78,18314.09,18078.43,18131.23
10/20/2015,18245.54,18253.13,18147.98,18207.15
10/21/2015,18167.64,18605.41,18167.64,18554.28
10/22/2015,18443.69,18579.14,18376.01,18435.87
10/23/2015,18762.65,18915.64,18746.61,18825.30
10/26/2015,19036.13,19088.76,18937.45,18947.12
10/27/2015,18961.16,18964.99,18760.79,18777.04
10/28/2015,18826.94,18925.51,18815.12,18903.02
10/29/2015,19046.16,19080.89,18809.48,18935.71
10/30/2015,18924.31,19202.34,18784.69,19083.10
11/2/2015,18827.11,18861.11,18641.22,18683.24
11/4/2015,18941.32,19151.89,18926.91,18926.91
11/5/2015,19029.44,19167.09,18995.96,19116.41
11/6/2015,19194.34,19294.15,19164.86,19265.60
11/9/2015,19411.51,19684.41,19389.74,19642.74
11/10/2015,19457.05,19674.05,19457.05,19671.26
11/11/2015,19602.01,19724.12,19602.01,19691.39
11/12/2015,19644.65,19725.83,19597.99,19697.77
11/13/2015,19495.26,19601.49,19388.91,19596.91
11/16/2015,19263.96,19451.09,19252.04,19393.69
11/17/2015,19641.67,19726.01,19628.84,19630.63
11/18/2015,19771.86,19840.00,19643.97,19649.18
11/19/2015,19851.24,19959.06,19761.56,19859.81
11/20/2015,19800.20,19879.81,19715.74,19879.81
11/24/2015,19875.99,19954.00,19834.76,19924.89
11/25/2015,19856.84,19871.75,19786.53,19847.58
11/26/2015,19929.97,19992.44,19926.10,19944.41
11/27/2015,19994.05,19994.05,19831.25,19883.94
11/30/2015,19857.38,19867.95,19707.67,19747.47
12/1/2015,19799.08,20012.40,19797.55,20012.40
12/2/2015,19957.50,20002.12,19926.22,19938.13
12/3/2015,19894.63,19967.88,19862.74,19939.90
12/4/2015,19616.52,19660.90,19444.54,19504.48
12/7/2015,19710.39,19811.51,19677.21,19698.15
12/8/2015,19689.87,19764.21,19475.28,19492.60
12/9/2015,19391.50,19475.40,19260.12,19301.07
12/10/2015,19070.02,19125.06,19025.78,19046.55
12/11/2015,19020.75,19282.21,19020.75,19230.48
12/14/2015,18887.09,18911.78,18611.09,18883.42
12/15/2015,18869.04,18897.87,18562.51,18565.90
12/16/2015,18868.20,19054.89,18859.11,19049.91
12/17/2015,19364.57,19507.17,19325.15,19353.56
12/18/2015,19320.46,19869.08,18982.25,18986.80
12/21/2015,18845.50,18979.83,18651.13,18916.02
12/22/2015,18927.86,18943.46,18824.65,18886.70
12/24/2015,19071.41,19071.41,18780.94,18789.69
12/25/2015,18823.91,18870.70,18744.44,18769.06
12/28/2015,18838.91,18922.90,18764.54,18873.35
12/29/2015,18843.39,18991.01,18783.36,18982.23
12/30/2015,19070.83,19113.18,19017.27,19033.71
